donation_id,donor_id,campaign_id,donation_date,amount,method,status,first_name,last_name,email,gender,join_date,alumni_status,total_gifts,donor_tier,name,type,start_date,manager,end_date,goal_amount,donation_month,donation_year,percent_of_goal,donation_success_flag
DON01412,D0981,CAMP025,2022-03-02,3872.42,Check,Refunded,Shannon,Mullins,nrocha@yahoo.com,Female,2025-02-14,True,8294.27,Gold,Drive Open-Source Architectures,Alumni Giving,2022-07-22,Andrea Smith,2023-08-14,220949,2022-03,2022,1.752630697581795,0
DON01413,D0053,CAMP024,2022-12-21,1697.11,Credit Card,Failed,Teresa,Douglas,kberry@hotmail.com,Female,2024-04-15,True,2873.91,Silver,Morph Next-Generation Paradigms,Emergency Relief,2025-04-08,Megan Richardson,2025-04-13,93930,2022-12,2022,1.8067816459065262,0
DON01414,D0093,CAMP008,2021-08-29,2953.79,Credit Card,Refunded,Colleen,Ramirez,pcrane@yahoo.com,Female,2024-03-13,True,6744.9,Gold,Deliver Robust Vortals,Athletics,2021-03-18,Ms. Carly Smith,2021-08-30,215102,2021-08,2021,1.3732043402664782,0
DON01415,D0058,CAMP013,2021-05-22,1913.44,Cash,Completed,Kevin,Medina,debra24@hotmail.com,Male,2023-02-18,True,5092.15,Gold,Seize Ubiquitous Communities,Emergency Relief,2020-09-28,Kyle Hansen,2023-01-09,144459,2021-05,2021,1.324555756304557,1
DON01416,D0486,CAMP021,2022-02-04,30.08,Credit Card,Failed,Kimberly,Mason,scott06@gmail.com,Other,2023-10-15,True,5696.38,Gold,Extend Innovative Applications,Emergency Relief,2021-01-31,Natalie Dougherty,2021-07-09,247090,2022-02,2022,0.012173701889999595,0
DON01417,D0441,CAMP015,2025-01-02,2308.61,Online,Completed,Ethan,Shaw,becksheila@hotmail.com,Other,2021-05-21,False,6670.42,Gold,Envisioneer Enterprise Mindshare,Scholarships,2020-07-14,Brandon Sims,2021-10-24,169108,2025-01,2025,1.365169004423209,1
DON01418,D0792,CAMP002,2021-04-08,902.68,Cash,Refunded,Crystal,Clark,spencerdean@gmail.com,Male,2024-09-10,False,8349.03,Gold,Generate Clicks-And-Mortar Eyeballs,Emergency Relief,2020-11-22,Christopher Murphy,2021-01-02,197004,2021-04,2021,0.4582038943371708,0
DON01419,D0988,CAMP010,2022-06-11,4008.88,Check,Refunded,John,Phillips,danielgregory@hotmail.com,Other,2023-10-08,True,5245.17,Gold,Exploit Dot-Com E-Commerce,Scholarships,2020-07-08,Amanda Price DVM,2020-11-12,171983,2022-06,2022,2.3309745730682683,0
DON01420,D0686,CAMP019,2023-06-13,1355.06,Check,Failed,Jessica,Kennedy,williamswanson@gmail.com,Male,2024-06-14,False,6086.6,Gold,Incentivize B2C Relationships,Alumni Giving,2022-05-23,Linda Hicks,2022-06-12,67273,2023-06,2023,2.0142702124180576,0
DON01421,D0790,CAMP020,2023-04-05,2244.97,Check,Failed,Michael,Young,imorrison@beck-woods.org,Female,2024-08-27,False,6324.38,Gold,Benchmark Clicks-And-Mortar Technologies,Scholarships,2024-04-27,Brian Nelson,2024-10-04,214712,2023-04,2023,1.0455726740936695,0
DON01422,D0074,CAMP003,2022-10-03,624.88,Cash,Completed,Brittany,May,jacobsemily@brown.com,Other,2022-12-11,True,8586.42,Gold,Target Magnetic Metrics,Emergency Relief,2020-08-09,Thomas Hill,2022-10-31,47449,2022-10,2022,1.3169508314189973,1
DON01423,D0427,CAMP017,2025-01-27,4119.61,Credit Card,Refunded,Traci,Wallace,leejohnson@yahoo.com,Other,2023-09-04,True,2902.37,Silver,Matrix Efficient Niches,Emergency Relief,2024-09-15,Nicholas Cochran,2024-12-22,86721,2025-01,2025,4.750418007172426,0
DON01424,D0377,CAMP016,2020-11-17,2023.77,Credit Card,Completed,Christopher,Clark,david69@hotmail.com,Other,2021-08-18,False,7860.54,Gold,Architect Proactive E-Commerce,Athletics,2024-12-25,Rhonda Foster,2025-03-12,176530,2020-11,2020,1.146417039596669,1
DON01425,D0019,CAMP004,2020-07-24,3038.52,Credit Card,Completed,William,Gonzalez,william92@howard-stokes.com,Other,2021-05-10,False,2461.19,Silver,Drive Out-Of-The-Box Networks,Scholarships,2022-05-30,David James,2022-12-05,246176,2020-07,2020,1.23428766411023,1
DON01426,D0380,CAMP025,2022-06-06,1375.37,Online,Failed,Ryan,Phillips,jamie80@smith.info,Other,2024-12-24,True,6493.91,Gold,Drive Open-Source Architectures,Alumni Giving,2022-07-22,Andrea Smith,2023-08-14,220949,2022-06,2022,0.6224830164427084,0
DON01427,D0905,CAMP014,2021-06-11,673.64,Cash,Failed,Todd,Acevedo,anthonyfrost@gmail.com,Other,2025-03-11,True,7710.86,Gold,Monetize Real-Time Convergence,Emergency Relief,2023-06-26,Angela Tate,2024-01-25,91535,2021-06,2021,0.7359370732506691,0
DON01428,D0450,CAMP007,2025-03-17,305.47,Credit Card,Refunded,Tony,Woodard,briananderson@jackson-brown.net,Other,2024-07-25,True,8668.45,Gold,Generate Intuitive Schemas,Athletics,2024-01-17,Jessica Davis,2025-03-08,60022,2025-03,2025,0.5089300589783746,0
DON01429,D0317,CAMP023,2020-06-23,844.49,Check,Refunded,Lauren,Maxwell,pphelps@gmail.com,Female,2022-11-23,False,2146.6,Silver,Aggregate Real-Time Markets,Alumni Giving,2021-09-10,Alyssa Stone,2023-12-27,41995,2020-06,2020,2.0109298726038816,0
DON01430,D0223,CAMP008,2024-12-15,1429.26,Cash,Completed,Christina,Steele,stephanieallen@finley-zimmerman.info,Female,2023-04-03,False,1775.27,Silver,Deliver Robust Vortals,Athletics,2021-03-18,Ms. Carly Smith,2021-08-30,215102,2024-12,2024,0.6644568623257803,1
DON01431,D0608,CAMP024,2023-05-26,2993.84,Online,Completed,Justin,Jackson,stoneroger@hotmail.com,Female,2025-05-02,False,7447.62,Gold,Morph Next-Generation Paradigms,Emergency Relief,2025-04-08,Megan Richardson,2025-04-13,93930,2023-05,2023,3.187309698711807,1
DON01432,D0738,CAMP019,2024-03-08,3965.6,Check,Completed,Anne,Lewis,hayden45@hotmail.com,Other,2024-02-18,True,1055.97,Silver,Incentivize B2C Relationships,Alumni Giving,2022-05-23,Linda Hicks,2022-06-12,67273,2024-03,2024,5.894786913026028,1
DON01433,D0881,CAMP006,2025-01-03,3872.07,Credit Card,Failed,Erica,Harrison,denise42@bell-carr.com,Male,2021-08-30,True,7616.38,Gold,Utilize Vertical E-Tailers,Athletics,2024-01-01,John Mclaughlin,2025-01-13,43725,2025-01,2025,8.855506003430532,0
DON01434,D0228,CAMP024,2021-09-25,3634.62,Credit Card,Failed,Hayden,Schaefer,pgraves@shea.info,Female,2024-11-12,False,9803.36,Gold,Morph Next-Generation Paradigms,Emergency Relief,2025-04-08,Megan Richardson,2025-04-13,93930,2021-09,2021,3.8694985627595018,0
DON01435,D0055,CAMP019,2023-02-28,3207.43,Online,Completed,William,Garcia,timothyallen@gmail.com,Female,2025-01-24,False,1376.19,Silver,Incentivize B2C Relationships,Alumni Giving,2022-05-23,Linda Hicks,2022-06-12,67273,2023-02,2023,4.767782022505314,1
DON01436,D0944,CAMP015,2023-04-15,2266.66,Online,Completed,Crystal,Lee,howardpaige@gmail.com,Female,2024-12-23,True,302.53,Bronze,Envisioneer Enterprise Mindshare,Scholarships,2020-07-14,Brandon Sims,2021-10-24,169108,2023-04,2023,1.3403623719753055,1
DON01437,D0680,CAMP019,2024-01-18,110.27,Check,Refunded,Scott,Mccarty,robert41@rodriguez.com,Male,2021-09-16,False,4970.87,Silver,Incentivize B2C Relationships,Alumni Giving,2022-05-23,Linda Hicks,2022-06-12,67273,2024-01,2024,0.1639142003478364,0
DON01438,D0091,CAMP012,2022-07-10,3711.02,Online,Completed,Holly,Barnes,jenniferjohnson@hotmail.com,Male,2022-04-14,True,7069.1,Gold,Visualize Revolutionary Bandwidth,Emergency Relief,2020-07-07,Christine Li,2023-06-28,44114,2022-07,2022,8.41234075350229,1
DON01439,D0214,CAMP001,2020-10-14,2378.84,Cash,Refunded,Barbara,Lee,toddgay@hotmail.com,Male,2021-03-11,False,4015.51,Silver,Integrate Synergistic Relationships,Athletics,2023-08-16,Daniel Wilson,2024-07-22,217610,2020-10,2020,1.0931666743256285,0
DON01440,D0676,CAMP015,2024-01-30,2659.2,Credit Card,Refunded,Kurt,Petersen,hutchinsonjasmin@guerrero-parks.com,Female,2024-11-24,False,9733.75,Gold,Envisioneer Enterprise Mindshare,Scholarships,2020-07-14,Brandon Sims,2021-10-24,169108,2024-01,2024,1.5724862218227404,0
DON01441,D0370,CAMP019,2024-03-21,3049.74,Check,Completed,Michael,Watts,valenzuelalaura@johnson.net,Other,2025-03-11,True,7818.12,Gold,Incentivize B2C Relationships,Alumni Giving,2022-05-23,Linda Hicks,2022-06-12,67273,2024-03,2024,4.533378918734113,1
DON01442,D0268,CAMP011,2023-01-16,198.29,Cash,Completed,Ashlee,Riggs,anthony30@yahoo.com,Male,2021-12-27,False,5708.63,Gold,Incentivize Efficient Action-Items,Athletics,2021-08-15,Jessica Gonzales,2025-04-06,125565,2023-01,2023,0.15791820969219128,1
DON01443,D0653,CAMP007,2025-05-08,4902.66,Online,Refunded,Rachel,Miller,joshua48@anderson.com,Other,2023-08-10,False,7188.85,Gold,Generate Intuitive Schemas,Athletics,2024-01-17,Jessica Davis,2025-03-08,60022,2025-05,2025,8.168105028156344,0
DON01444,D0665,CAMP014,2022-02-11,2740.5,Credit Card,Refunded,Melissa,Williams,joseph49@yahoo.com,Other,2020-06-30,True,4662.37,Silver,Monetize Real-Time Convergence,Emergency Relief,2023-06-26,Angela Tate,2024-01-25,91535,2022-02,2022,2.993936745507183,0
DON01445,D0339,CAMP007,2021-02-18,235.97,Check,Completed,Amber,Young,cfranklin@gmail.com,Female,2021-03-21,False,8153.11,Gold,Generate Intuitive Schemas,Athletics,2024-01-17,Jessica Davis,2025-03-08,60022,2021-02,2021,0.3931391822998234,1
DON01446,D0503,CAMP004,2022-07-16,740.18,Credit Card,Failed,Wendy,Lawson,gcoleman@howard.net,Female,2021-09-04,False,6535.07,Gold,Drive Out-Of-The-Box Networks,Scholarships,2022-05-30,David James,2022-12-05,246176,2022-07,2022,0.3006710646041856,0
DON01447,D0142,CAMP005,2021-10-31,789.86,Credit Card,Failed,John,Brown,wbush@terry.org,Female,2024-10-17,True,5484.98,Gold,Morph Turn-Key Channels,Emergency Relief,2021-02-23,Carol Snyder,2021-11-07,189582,2021-10,2021,0.4166323807112489,0
DON01448,D0032,CAMP007,2023-05-28,2163.57,Online,Refunded,Hunter,Dean,fanderson@hotmail.com,Male,2022-04-13,True,9811.84,Gold,Generate Intuitive Schemas,Athletics,2024-01-17,Jessica Davis,2025-03-08,60022,2023-05,2023,3.6046283029555837,0
DON01449,D0026,CAMP008,2024-01-23,2586.74,Cash,Refunded,Jessica,Fernandez,eric07@smith-key.info,Female,2021-03-07,False,5533.44,Gold,Deliver Robust Vortals,Athletics,2021-03-18,Ms. Carly Smith,2021-08-30,215102,2024-01,2024,1.2025643648129725,0
DON01450,D0544,CAMP011,2023-02-27,4508.25,Online,Completed,Sarah,Smith,julianbeck@gmail.com,Female,2020-12-19,False,2439.11,Silver,Incentivize Efficient Action-Items,Athletics,2021-08-15,Jessica Gonzales,2025-04-06,125565,2023-02,2023,3.590371520726317,1
DON01451,D0519,CAMP006,2022-09-29,3512.13,Credit Card,Refunded,Sarah,Everett,yserrano@hotmail.com,Other,2023-09-28,True,7858.81,Gold,Utilize Vertical E-Tailers,Athletics,2024-01-01,John Mclaughlin,2025-01-13,43725,2022-09,2022,8.032315608919383,0
DON01452,D0150,CAMP024,2022-02-13,1788.78,Online,Failed,Tara,Dean,yhoward@gmail.com,Other,2020-08-10,False,4833.85,Silver,Morph Next-Generation Paradigms,Emergency Relief,2025-04-08,Megan Richardson,2025-04-13,93930,2022-02,2022,1.9043755988502074,0
DON01453,D0704,CAMP012,2021-06-02,2161.83,Credit Card,Refunded,Elizabeth,Daniels,robertreynolds@richardson.info,Female,2021-04-14,True,2108.71,Silver,Visualize Revolutionary Bandwidth,Emergency Relief,2020-07-07,Christine Li,2023-06-28,44114,2021-06,2021,4.900553112390624,0
DON01454,D0521,CAMP011,2021-06-13,3792.31,Online,Completed,Matthew,Walton,qguzman@simon-padilla.com,Female,2025-03-08,True,4649.81,Silver,Incentivize Efficient Action-Items,Athletics,2021-08-15,Jessica Gonzales,2025-04-06,125565,2021-06,2021,3.0201967108668817,1
DON01455,D0450,CAMP005,2024-04-04,3468.71,Cash,Completed,Tony,Woodard,briananderson@jackson-brown.net,Other,2024-07-25,True,8668.45,Gold,Morph Turn-Key Channels,Emergency Relief,2021-02-23,Carol Snyder,2021-11-07,189582,2024-04,2024,1.8296620987224528,1
DON01456,D0449,CAMP004,2025-04-08,4018.73,Cash,Failed,Theresa,Williams,xellison@brewer-huffman.com,Female,2022-12-11,False,980.96,Bronze,Drive Out-Of-The-Box Networks,Scholarships,2022-05-30,David James,2022-12-05,246176,2025-04,2025,1.6324621409073183,0
DON01457,D0199,CAMP008,2021-01-21,943.4,Check,Failed,Steven,Jones,donaldsonalexandra@gmail.com,Other,2021-11-18,True,8594.42,Gold,Deliver Robust Vortals,Athletics,2021-03-18,Ms. Carly Smith,2021-08-30,215102,2021-01,2021,0.4385826259170068,0
DON01458,D0567,CAMP008,2025-04-19,2578.74,Cash,Completed,Zachary,Lopez,desireecox@hotmail.com,Male,2021-10-28,False,328.38,Bronze,Deliver Robust Vortals,Athletics,2021-03-18,Ms. Carly Smith,2021-08-30,215102,2025-04,2025,1.1988451990218594,1
DON01459,D0969,CAMP010,2023-07-21,4752.81,Online,Failed,Jordan,Carlson,hwilson@hotmail.com,Male,2025-01-07,True,5072.56,Gold,Exploit Dot-Com E-Commerce,Scholarships,2020-07-08,Amanda Price DVM,2020-11-12,171983,2023-07,2023,2.763534767971253,0
DON01460,D0264,CAMP023,2020-09-18,3807.69,Online,Completed,Katherine,Ellis,smithmarie@gibson.com,Female,2022-08-24,True,4332.94,Silver,Aggregate Real-Time Markets,Alumni Giving,2021-09-10,Alyssa Stone,2023-12-27,41995,2020-09,2020,9.067007977140136,1
DON01461,D0984,CAMP012,2021-05-15,1387.06,Credit Card,Completed,Ashlee,Allen,williamsandrea@hotmail.com,Male,2022-04-01,False,4107.87,Silver,Visualize Revolutionary Bandwidth,Emergency Relief,2020-07-07,Christine Li,2023-06-28,44114,2021-05,2021,3.144262592374303,1
DON01462,D0408,CAMP012,2023-07-13,4027.38,Credit Card,Completed,Kyle,Parks,dennis02@jones.net,Other,2021-10-13,False,2362.94,Silver,Visualize Revolutionary Bandwidth,Emergency Relief,2020-07-07,Christine Li,2023-06-28,44114,2023-07,2023,9.129482703903523,1
DON01463,D0459,CAMP010,2023-03-20,3681.37,Credit Card,Failed,Amber,Browning,fhendrix@lopez-welch.com,Female,2025-05-26,False,9895.06,Gold,Exploit Dot-Com E-Commerce,Scholarships,2020-07-08,Amanda Price DVM,2020-11-12,171983,2023-03,2023,2.1405429606414583,0
DON01464,D0165,CAMP022,2020-07-04,1127.33,Credit Card,Completed,Charlotte,Mcguire,hwilliams@lopez.com,Other,2023-02-14,False,8391.81,Gold,Implement End-To-End Convergence,Emergency Relief,2022-03-16,Christopher Cantu,2022-10-01,171494,2020-07,2020,0.6573582749250702,1
DON01465,D0991,CAMP024,2021-04-23,1016.52,Cash,Failed,Jason,Lee,nhays@yahoo.com,Other,2022-05-06,True,978.7,Bronze,Morph Next-Generation Paradigms,Emergency Relief,2025-04-08,Megan Richardson,2025-04-13,93930,2021-04,2021,1.082210156499521,0
DON01466,D0351,CAMP004,2020-10-09,1630.38,Online,Completed,John,Booker,christina61@arroyo-sexton.com,Male,2022-10-12,False,5687.63,Gold,Drive Out-Of-The-Box Networks,Scholarships,2022-05-30,David James,2022-12-05,246176,2020-10,2020,0.6622822695957364,1
DON01467,D0595,CAMP004,2025-01-20,1608.12,Cash,Failed,Nathaniel,King,hcompton@lee.com,Female,2020-11-25,True,5030.95,Gold,Drive Out-Of-The-Box Networks,Scholarships,2022-05-30,David James,2022-12-05,246176,2025-01,2025,0.6532399584037436,0
DON01468,D0167,CAMP011,2024-08-06,4240.57,Check,Refunded,Deborah,Thomas,alexisanderson@yahoo.com,Male,2021-02-24,True,8852.07,Gold,Incentivize Efficient Action-Items,Athletics,2021-08-15,Jessica Gonzales,2025-04-06,125565,2024-08,2024,3.3771910962449727,0
DON01469,D0325,CAMP018,2022-03-17,4595.86,Credit Card,Completed,Harold,Brown,maylisa@hernandez.com,Other,2022-10-21,False,5613.5,Gold,Empower World-Class Communities,Alumni Giving,2025-01-23,Christopher Henderson,2025-01-28,27291,2022-03,2022,16.840203730167453,1
DON01470,D0348,CAMP016,2024-05-24,593.16,Cash,Completed,Cameron,Williams,mgraham@hotmail.com,Female,2022-10-14,True,2062.4,Silver,Architect Proactive E-Commerce,Athletics,2024-12-25,Rhonda Foster,2025-03-12,176530,2024-05,2024,0.3360108763382994,1
DON01471,D0622,CAMP012,2025-05-05,727.23,Online,Refunded,Alexis,Rogers,ellisreginald@schultz.com,Other,2024-09-10,True,4559.61,Silver,Visualize Revolutionary Bandwidth,Emergency Relief,2020-07-07,Christine Li,2023-06-28,44114,2025-05,2025,1.6485242780069818,0
DON01472,D0421,CAMP007,2024-05-02,294.34,Check,Completed,Philip,Pham,megan25@gmail.com,Other,2023-09-21,False,2020.33,Silver,Generate Intuitive Schemas,Athletics,2024-01-17,Jessica Davis,2025-03-08,60022,2024-05,2024,0.4903868581520109,1
DON01473,D0711,CAMP006,2021-04-13,4028.35,Cash,Failed,George,Sloan,gilmorenathan@gonzalez.com,Male,2023-05-24,True,5192.24,Gold,Utilize Vertical E-Tailers,Athletics,2024-01-01,John Mclaughlin,2025-01-13,43725,2021-04,2021,9.212921669525443,0
DON01474,D0193,CAMP019,2023-08-11,3070.16,Credit Card,Completed,Robert,Diaz,davidhoward@gray-aguilar.com,Male,2024-07-29,False,9738.92,Gold,Incentivize B2C Relationships,Alumni Giving,2022-05-23,Linda Hicks,2022-06-12,67273,2023-08,2023,4.56373284973169,1
DON01475,D0162,CAMP021,2023-11-20,3594.54,Check,Completed,Michael,Carney,kelleyjustin@scott-murphy.com,Female,2020-12-22,False,8429.95,Gold,Extend Innovative Applications,Emergency Relief,2021-01-31,Natalie Dougherty,2021-07-09,247090,2023-11,2023,1.4547492816382694,1
DON01476,D0245,CAMP014,2023-06-18,4070.6,Check,Completed,Manuel,Perry,crystalli@torres.org,Other,2021-01-11,True,7346.5,Gold,Monetize Real-Time Convergence,Emergency Relief,2023-06-26,Angela Tate,2024-01-25,91535,2023-06,2023,4.447042115037964,1
DON01477,D0759,CAMP003,2021-06-11,1306.92,Online,Completed,Jaclyn,Arias,erikacasey@simpson.com,Female,2023-12-29,True,4962.97,Silver,Target Magnetic Metrics,Emergency Relief,2020-08-09,Thomas Hill,2022-10-31,47449,2021-06,2021,2.7543678475837217,1
DON01478,D0898,CAMP007,2022-07-28,2244.22,Check,Completed,Johnny,Smith,jessicamorales@hotmail.com,Female,2024-06-11,True,7838.94,Gold,Generate Intuitive Schemas,Athletics,2024-01-17,Jessica Davis,2025-03-08,60022,2022-07,2022,3.738995701576089,1
DON01479,D0429,CAMP017,2021-09-17,4356.87,Credit Card,Completed,Chelsea,Stone,caitlyn87@bradford.com,Female,2023-12-30,True,9534.66,Gold,Matrix Efficient Niches,Emergency Relief,2024-09-15,Nicholas Cochran,2024-12-22,86721,2021-09,2021,5.024008025737711,1
DON01480,D0834,CAMP013,2023-10-09,3518.82,Check,Failed,Julie,Reyes,jonathan86@gardner.org,Male,2022-11-08,False,3693.85,Silver,Seize Ubiquitous Communities,Emergency Relief,2020-09-28,Kyle Hansen,2023-01-09,144459,2023-10,2023,2.4358606940377547,0
DON01481,D0058,CAMP017,2020-09-30,4516.7,Check,Refunded,Kevin,Medina,debra24@hotmail.com,Male,2023-02-18,True,5092.15,Gold,Matrix Efficient Niches,Emergency Relief,2024-09-15,Nicholas Cochran,2024-12-22,86721,2020-09,2020,5.208311712272691,0
DON01482,D0423,CAMP015,2021-12-14,731.4,Credit Card,Failed,Jonathan,Anthony,oreynolds@gmail.com,Male,2022-08-24,True,9379.5,Gold,Envisioneer Enterprise Mindshare,Scholarships,2020-07-14,Brandon Sims,2021-10-24,169108,2021-12,2021,0.4325046715708305,0
DON01483,D0968,CAMP022,2020-11-25,3943.9,Check,Completed,Kimberly,Morales,robertskathleen@gmail.com,Other,2024-10-11,False,2677.63,Silver,Implement End-To-End Convergence,Emergency Relief,2022-03-16,Christopher Cantu,2022-10-01,171494,2020-11,2020,2.2997306028199236,1
DON01484,D0038,CAMP005,2024-01-29,4873.67,Online,Completed,Andrew,Shelton,melissa00@robles-bond.com,Male,2022-06-10,True,1261.78,Silver,Morph Turn-Key Channels,Emergency Relief,2021-02-23,Carol Snyder,2021-11-07,189582,2024-01,2024,2.5707451129326624,1
DON01485,D0137,CAMP002,2024-06-08,2429.91,Online,Refunded,Andrea,Anderson,sergioshaw@yahoo.com,Male,2022-09-30,False,2231.59,Silver,Generate Clicks-And-Mortar Eyeballs,Emergency Relief,2020-11-22,Christopher Murphy,2021-01-02,197004,2024-06,2024,1.2334318084911982,0
DON01486,D0229,CAMP002,2020-07-14,4285.96,Credit Card,Refunded,William,Diaz,megan30@anderson.com,Male,2024-08-29,False,3702.78,Silver,Generate Clicks-And-Mortar Eyeballs,Emergency Relief,2020-11-22,Christopher Murphy,2021-01-02,197004,2020-07,2020,2.1755700391870216,0
DON01487,D0203,CAMP015,2021-11-11,745.42,Check,Refunded,Deanna,Gonzalez,chavezrobert@gmail.com,Female,2020-07-23,False,8179.94,Gold,Envisioneer Enterprise Mindshare,Scholarships,2020-07-14,Brandon Sims,2021-10-24,169108,2021-11,2021,0.4407952314497244,0
DON01488,D0907,CAMP023,2022-01-02,3546.58,Cash,Completed,Eduardo,Quinn,garciatimothy@yahoo.com,Other,2022-08-17,True,2187.65,Silver,Aggregate Real-Time Markets,Alumni Giving,2021-09-10,Alyssa Stone,2023-12-27,41995,2022-01,2022,8.445243481366829,1
DON01489,D0174,CAMP018,2022-07-01,595.18,Cash,Refunded,Billy,Cantrell,smithrebecca@yahoo.com,Male,2023-10-11,True,2546.65,Silver,Empower World-Class Communities,Alumni Giving,2025-01-23,Christopher Henderson,2025-01-28,27291,2022-07,2022,2.1808654867905166,0
DON01490,D0756,CAMP012,2020-08-23,3588.96,Online,Refunded,Kaylee,Rose,kathleen43@crosby.com,Male,2021-07-15,True,7300.87,Gold,Visualize Revolutionary Bandwidth,Emergency Relief,2020-07-07,Christine Li,2023-06-28,44114,2020-08,2020,8.135648546946546,0
DON01491,D0985,CAMP025,2023-12-22,3648.17,Check,Completed,Carolyn,Perkins,huffmanchristian@yahoo.com,Other,2021-01-11,False,716.48,Bronze,Drive Open-Source Architectures,Alumni Giving,2022-07-22,Andrea Smith,2023-08-14,220949,2023-12,2023,1.6511366876519016,1
DON01492,D0012,CAMP001,2024-09-25,477.62,Cash,Completed,Sandra,Barry,hawkinsbethany@miller.net,Other,2020-10-30,True,4365.55,Silver,Integrate Synergistic Relationships,Athletics,2023-08-16,Daniel Wilson,2024-07-22,217610,2024-09,2024,0.21948439869491293,1
DON01493,D0975,CAMP020,2025-01-23,2677.74,Check,Failed,Bethany,Morales,jeromecombs@jordan-mitchell.com,Female,2020-10-13,False,7270.29,Gold,Benchmark Clicks-And-Mortar Technologies,Scholarships,2024-04-27,Brian Nelson,2024-10-04,214712,2025-01,2025,1.2471310406498006,0
DON01494,D0417,CAMP021,2020-12-29,284.24,Cash,Completed,David,Berry,hflynn@hotmail.com,Male,2022-02-12,True,7384.4,Gold,Extend Innovative Applications,Emergency Relief,2021-01-31,Natalie Dougherty,2021-07-09,247090,2020-12,2020,0.11503500748715043,1
DON01495,D0505,CAMP002,2025-02-11,4125.52,Credit Card,Failed,David,Singleton,vdavidson@gmail.com,Female,2023-05-17,True,6030.78,Gold,Generate Clicks-And-Mortar Eyeballs,Emergency Relief,2020-11-22,Christopher Murphy,2021-01-02,197004,2025-02,2025,2.094130068425007,0
DON01496,D0928,CAMP020,2020-09-26,4197.85,Credit Card,Refunded,Charles,Archer,tgonzales@david.info,Other,2025-02-05,False,849.72,Bronze,Benchmark Clicks-And-Mortar Technologies,Scholarships,2024-04-27,Brian Nelson,2024-10-04,214712,2020-09,2020,1.95510730653154,0
DON01497,D0227,CAMP021,2021-06-06,2472.45,Check,Completed,Benjamin,Richardson,kstuart@boyer.biz,Female,2021-12-01,True,1608.57,Silver,Extend Innovative Applications,Emergency Relief,2021-01-31,Natalie Dougherty,2021-07-09,247090,2021-06,2021,1.0006273017928689,1
DON01498,D0183,CAMP001,2022-02-01,3038.55,Cash,Failed,Patricia,Mueller,samantha19@hotmail.com,Other,2022-04-04,True,9452.01,Gold,Integrate Synergistic Relationships,Athletics,2023-08-16,Daniel Wilson,2024-07-22,217610,2022-02,2022,1.3963282937365014,0
DON01499,D0156,CAMP001,2021-06-14,1325.75,Check,Refunded,Tommy,Beck,barbarahunt@gmail.com,Female,2022-07-28,False,6270.17,Gold,Integrate Synergistic Relationships,Athletics,2023-08-16,Daniel Wilson,2024-07-22,217610,2021-06,2021,0.6092321124948302,0
DON01500,D0781,CAMP002,2022-07-25,1041.81,Cash,Refunded,Maria,Hernandez,grahamhunter@yahoo.com,Male,2024-02-04,True,2020.59,Silver,Generate Clicks-And-Mortar Eyeballs,Emergency Relief,2020-11-22,Christopher Murphy,2021-01-02,197004,2022-07,2022,0.5288268258512517,0
DON01501,D0358,CAMP015,2022-11-14,4424.74,Credit Card,Refunded,Derek,Bradley,bethoneal@reeves.org,Female,2021-09-28,True,2096.25,Silver,Envisioneer Enterprise Mindshare,Scholarships,2020-07-14,Brandon Sims,2021-10-24,169108,2022-11,2022,2.6165172552451685,0
DON01502,D0076,CAMP011,2024-10-10,509.03,Cash,Failed,Lisa,Williams,ryan83@lopez.net,Male,2022-10-12,True,8818.18,Gold,Incentivize Efficient Action-Items,Athletics,2021-08-15,Jessica Gonzales,2025-04-06,125565,2024-10,2024,0.40539162983315413,0
DON01503,D0857,CAMP023,2022-01-14,3148.6,Check,Failed,Carolyn,Dougherty,jennifer02@gordon-craig.net,Other,2020-08-22,True,351.21,Bronze,Aggregate Real-Time Markets,Alumni Giving,2021-09-10,Alyssa Stone,2023-12-27,41995,2022-01,2022,7.497559233242053,0
DON01504,D0189,CAMP001,2024-05-02,2031.81,Check,Failed,Oscar,Wilson,ofleming@hotmail.com,Male,2022-02-10,True,9821.41,Gold,Integrate Synergistic Relationships,Athletics,2023-08-16,Daniel Wilson,2024-07-22,217610,2024-05,2024,0.9336933045356371,0
DON01505,D0523,CAMP016,2021-07-03,4705.75,Cash,Completed,Keith,Randolph,brennanmegan@gmail.com,Male,2023-08-28,False,797.6,Bronze,Architect Proactive E-Commerce,Athletics,2024-12-25,Rhonda Foster,2025-03-12,176530,2021-07,2021,2.665694216280519,1
DON01506,D0303,CAMP003,2022-10-19,2682.6,Credit Card,Failed,Ryan,Galloway,mcmillanderek@yahoo.com,Male,2025-01-27,True,771.63,Bronze,Target Magnetic Metrics,Emergency Relief,2020-08-09,Thomas Hill,2022-10-31,47449,2022-10,2022,5.653649181226158,0
DON01507,D0823,CAMP009,2021-01-08,4723.13,Online,Completed,Laurie,Harrington,xtorres@gmail.com,Other,2022-07-18,False,3987.26,Silver,Whiteboard Holistic Users,Emergency Relief,2023-04-30,Jeremy Lee,2024-07-24,58464,2021-01,2021,8.078698002189382,1
